Northern Ireland House Price Index,_source_sheet,Table of Contents,Unnamed: 1,Unnamed: 2,"Table 1: NI House Price Index, Standardised Price and Quarterly and Annual Change",Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Table 2: Northern Ireland House Price Index by Type,Table 2a: NI Detached Property Price Index,Table 2b: NI Semi-Detached Property Price Index,Table 2c: NI Terrace Property Price Index,Table 2d: NI Apartments Price Index,Table 3: Northern Ireland House Price Index by Dwelling Type,Table 3a: NI New Dwellings Price Index,Table 3b: NI Existing Resold Dwellings Price Index,Table 3c: Number of Verified Residential Property Sales - New & Old Dwellings,Table 4: Number of Verified Residential Property Sales,Table 5: Standardised House Price & Index for each Local Government District Northern Ireland,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Table 5a: Number of Verified Residential Property Sales by Local Government District,Table 6: Standardised House Price & Index for all Urban and Rural areas in NI,Table 7: Standardised House Price & Index for Rural Areas of Northern Ireland by drive times,"Table 8: Number of Verified Residential Property Sales of properties in urban and rural areas and properties in rural areas by drive times witihn towns of 10,000 or more and within 1 hour of Belfast",Table 9: NI Average Sales Prices Q1 2005 - Q4 2025,Table 10a: Number of Verified Residential Property Sales by Type in Antrim and Newtownabbey Council,Table 10b: Number of Verified Residential Property Sales by Type in Ards and North Down Council,"Table 10c: Number of Verified Residential Property Sales by Type in Armagh City, Banbridge and Craigavon Council",Table 10d: Number of Verified Residential Property Sales by Type in Belfast Council,Table 10e: Number of Verified Residential Property Sales by Type in Causeway Coast and Glens Council,Table 10f: Number of Verified Residential Property Sales by Type in Derry City and Strabane Council,Table 10g: Number of Verified Residential Property Sales by Type in Fermanagh and Omagh Council,Table 10h: Number of Verified Residential Property Sales by Type in Lisburn and Castlereagh Council,Table 10i: Number of Verified Residential Property Sales by Type in Mid and East Antrim Council,Table 10j: Number of Verified Residential Property Sales by Type in Mid Ulster Council,"Table 10k: Number of Verified Residential Property Sales by Type in Newry, Mourne and Down Council"
,Table 10f,,19,78,,86,92,275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q2 2016,,,,,
,Table 10f,,29,108,,108,123,368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q3 2016,,,,,
,Table 10f,,19,105,,112,120,356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q4 2016,,,,,
,Table 10f,,92,372,,416,501,1381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016 Total,,,,,
,Table 10f,,17,97,,91,128,333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q1 2017,,,,,
,Table 10f,,18,104,,117,140,379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q2 2017,,,,,
,Table 10f,,20,109,,155,125,409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q3 2017,,,,,
,Table 10f,,21,145,,145,127,438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q4 2017,,,,,
,Table 10f,,76,455,,508,520,1559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017 Total,,,,,
,Table 10f,,21,87,,127,126,361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q1 2018,,,,,
,Table 10f,,19,119,,154,119,411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q2 2018,,,,,
,Table 10f,,16,135,,136,120,407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q3 2018,,,,,
,Table 10f,,22,128,,148,135,433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q4 2018,,,,,
,Table 10f,,78,469,,565,500,1612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018 Total,,,,,
,Table 10f,,15,85,,118,131,349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q1 2019,,,,,
,Table 10f,,12,135,,123,123,393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q2 2019,,,,,
,Table 10f,,23,119,,162,138,442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q3 2019,,,,,
,Table 10f,,16,104,,135,143,398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q4 2019,,,,,
,Table 10f,,66,443,,538,535,1582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019 Total,,,,,
,Table 10f,,12,109,,144,93,358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q1 2020,,,,,
,Table 10f,,8,33,,45,29,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q2 2020,,,,,
,Table 10f,,18,109,,130,115,372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q3 2020,,,,,
,Table 10f,,22,147,,180,147,496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q4 2020,,,,,
,Table 10f,,60,398,,499,384,1341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020 Total,,,,,
,Table 10f,,16,142,,169,141,468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q1 2021,,,,,
,Table 10f,,18,153,,133,144,448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q2 2021,,,,,
,Table 10f,,25,135,,179,173,512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q3 2021,,,,,
,Table 10f,,33,112,,150,149,444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q4 2021,,,,,
,Table 10f,,92,542,,631,607,1872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021 Total,,,,,
,Table 10f,,30,112,,120,154,416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q1 2022,,,,,
,Table 10f,,21,100,,107,151,379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q2 2022,,,,,
,Table 10f,,22,102,,124,190,438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q3 2022,,,,,
,Table 10f,,26,119,,143,150,438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q4 2022,,,,,
,Table 10f,,99,433,,494,645,1671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022 Total,,,,,
,Table 10f,,23,83,,125,136,367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q1 2023,,,,,
,Table 10f,,17,72,,105,121,315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q2 2023,,,,,
,Table 10f,,27,89,,109,114,339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q3 2023,,,,,
,Table 10f,,26,99,,121,136,382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q4 2023,,,,,
,Table 10f,,93,343,,460,507,1403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023 Total,,,,,
,Table 10f,,21,81,,107,110,319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q1 2024,,,,,
,Table 10f,,23,114,,116,124,377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q2 2024,,,,,
,Table 10f,,15,123,,118,130,386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q3 2024,,,,,
,Table 10f,,32,141,,98,146,417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q4 2024,,,,,
,Table 10f,,91,459,,439,510,1499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024 Total,,,,,
,Table 10f,,29,115,,122,118,384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q1 2025,,,,,
,Table 10f,,24,89,,108,109,330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q2 2025,,,,,
,Table 10f,,24,82,,113,116,335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q3 2025,,,,,
,Table 10f,,33,117,,121,142,413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q4 2025,,,,,
,Table 10f,,110,403,,464,485,1462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025 Total,,,,,
,Table 10g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Please note figures for the 2 most recent quarters are provisional and will increase due to late sales returns and new dwellings sold in this quarter being added to the Valuation List after the quarter.  ,,,,
,Table 10g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Back to contents,,,,
,Table 10g,,Apartments,Detached,,Semi-Detached,Terrace,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FERMANAGH AND OMAGH,,,,
,Table 10g,,5,62,,36,35,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q1 2005,,,,
,Table 10g,,8,122,,99,87,316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q2 2005,,,,
,Table 10g,,10,145,,119,91,365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q3 2005,,,,
,Table 10g,,9,143,,121,112,385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q4 2005,,,,
,Table 10g,,32,472,,375,325,1204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005 Total,,,,
,Table 10g,,12,126,,106,104,348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q1 2006,,,,
,Table 10g,,27,120,,134,100,381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q2 2006,,,,
,Table 10g,,23,148,,134,126,431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q3 2006,,,,
,Table 10g,,35,173,,138,136,482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q4 2006,,,,
,Table 10g,,97,567,,512,466,1642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006 Total,,,,
,Table 10g,,23,127,,91,101,342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q1 2007,,,,
,Table 10g,,7,137,,118,84,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q2 2007,,,,
,Table 10g,,12,105,,87,91,295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q3 2007,,,,
,Table 10g,,18,78,,56,44,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q4 2007,,,,
,Table 10g,,60,447,,352,320,1179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007 Total,,,,
,Table 10g,,8,53,,51,37,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q1 2008,,,,
,Table 10g,,7,62,,46,46,161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q2 2008,,,,
,Table 10g,,3,43,,41,17,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q3 2008,,,,
,Table 10g,,5,51,,31,22,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q4 2008,,,,
,Table 10g,,23,209,,169,122,523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008 Total,,,,
,Table 10g,,4,37,,35,27,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q1 2009,,,,
,Table 10g,,2,39,,43,33,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q2 2009,,,,
,Table 10g,,3,41,,30,24,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q3 2009,,,,
,Table 10g,,5,42,,43,47,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q4 2009,,,,
,Table 10g,,14,159,,151,131,455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009 Total,,,,
,Table 10g,,6,27,,30,17,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q1 2010,,,,
,Table 10g,,5,36,,29,25,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q2 2010,,,,
,Table 10g,,2,26,,33,24,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q3 2010,,,,
,Table 10g,,5,48,,42,21,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q4 2010,,,,
,Table 10g,,18,137,,134,87,376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010 Total,,,,
,Table 10g,,4,35,,27,19,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q1 2011,,,,
,Table 10g,,6,47,,26,22,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q2 2011,,,,
,Table 10g,,12,58,,27,24,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q3 2011,,,,
,Table 10g,,2,43,,29,39,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q4 2011,,,,
,Table 10g,,24,183,,109,104,420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011 Total,,,,
,Table 10g,,8,49,,23,28,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q1 2012,,,,
,Table 10g,,7,61,,26,21,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q2 2012,,,,
,Table 10g,,4,50,,27,27,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q3 2012,,,,
,Table 10g,,2,65,,45,28,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q4 2012,,,,
,Table 10g,,21,225,,121,104,471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012 Total,,,,
,Table 10g,,7,55,,33,32,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q1 2013,,,,
,Table 10g,,5,74,,30,27,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q2 2013,,,,
,Table 10g,,8,84,,39,35,166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q3 2013,,,,
,Table 10g,,12,80,,45,34,171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q4 2013,,,,
,Table 10g,,32,293,,147,128,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013 Total,,,,
,Table 10g,,4,111,,58,54,227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q1 2014,,,,
,Table 10g,,4,93,,45,41,183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q2 2014,,,,
,Table 10g,,11,114,,53,46,224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q3 2014,,,,
,Table 10g,,9,120,,58,51,238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q4 2014,,,,
,Table 10g,,28,438,,214,192,872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014 Total,,,,
,Table 10g,,12,75,,41,27,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q1 2015,,,,
,Table 10g,,4,107,,50,28,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q2 2015,,,,
,Table 10g,,6,113,,48,35,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q3 2015,,,,
,Table 10g,,26,108,,70,39,243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q4 2015,,,,
,Table 10g,,48,403,,209,129,789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015 Total,,,,
,Table 10g,,15,115,,55,56,241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q1 2016,,,,
,Table 10g,,9,108,,37,32,186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q2 2016,,,,
,Table 10g,,12,103,,54,42,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q3 2016,,,,
,Table 10g,,8,123,,72,40,243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q4 2016,,,,
,Table 10g,,44,449,,218,170,881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016 Total,,,,
,Table 10g,,9,105,,51,42,207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q1 2017,,,,
,Table 10g,,9,113,,62,38,222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q2 2017,,,,
,Table 10g,,8,128,,91,48,275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q3 2017,,,,
,Table 10g,,13,129,,86,60,288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q4 2017,,,,
,Table 10g,,39,475,,290,188,992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017 Total,,,,
,Table 10g,,13,106,,68,47,234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q1 2018,,,,
,Table 10g,,11,102,,70,66,249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q2 2018,,,,
,Table 10g,,14,116,,102,47,279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q3 2018,,,,
,Table 10g,,10,142,,82,54,288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q4 2018,,,,
,Table 10g,,39,475,,290,188,1050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017 Total,,,,
,Table 10g,,3,104,,65,45,217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q1 2019,,,,
,Table 10g,,5,119,,84,43,251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q2 2019,,,,
,Table 10g,,15,146,,78,35,274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q3 2019,,,,
,Table 10g,,6,149,,95,56,306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q4 2019,,,,
,Table 10g,,29,518,,322,179,1048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019 Total,,,,
,Table 10g,,7,106,,66,42,221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q1 2020,,,,
,Table 10g,,2,51,,34,25,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q2 2020,,,,
,Table 10g,,5,100,,69,38,212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q3 2020,,,,
,Table 10g,,7,167,,112,51,337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q4 2020,,,,
,Table 10g,,21,424,,281,156,882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020 Total,,,,
,Table 10g,,16,143,,89,43,291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q1 2021,,,,
,Table 10g,,10,163,,85,59,317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q2 2021,,,,
,Table 10g,,9,184,,107,45,345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q3 2021,,,,
,Table 10g,,12,124,,95,55,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q4 2021,,,,
,Table 10g,,47,614,,376,202,1239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021 Total,,,,
,Table 10g,,6,134,,61,54,255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q1 2022,,,,
,Table 10g,,5,116,,57,52,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q2 2022,,,,
,Table 10g,,4,124,,79,59,266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q3 2022,,,,
,Table 10g,,11,141,,97,63,312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q4 2022,,,,
,Table 10g,,26,515,,294,228,1063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022 Total,,,,
,Table 10g,,12,108,,87,42,249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q1 2023,,,,
,Table 10g,,5,112,,62,59,238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q2 2023,,,,
,Table 10g,,14,135,,77,36,262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q3 2023,,,,
,Table 10g,,5,124,,99,44,272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q4 2023,,,,
,Table 10g,,36,479,,325,181,1021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023 Total,,,,
,Table 10g,,10,129,,67,37,243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q1 2024,,,,
,Table 10g,,4,107,,84,51,246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q2 2024,,,,
,Table 10g,,10,102,,94,46,252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q3 2024,,,,
,Table 10g,,17,150,,105,55,327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q4 2024,,,,
,Table 10g,,41,488,,350,189,1068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024 Total,,,,
,Table 10g,,7,138,,78,34,257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q1 2025,,,,
,Table 10g,,9,79,,60,41,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q2 2025,,,,
,Table 10g,,9,105,,79,37,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q3 2025,,,,
,Table 10g,,7,113,,65,65,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q4 2025,,,,
,Table 10g,,32,435,,282,177,926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025 Total,,,,
,Table 10h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Please note figures for the 2 most recent quarters are provisional and will increase due to late sales returns and new dwellings sold in this quarter being added to the Valuation List after the quarter.  ,,,
,Table 10h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Back to contents,,,
,Table 10h,,Apartments,Detached,,Semi-Detached,Terrace,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LISBURN AND CASTLEREAGH,,,
,Table 10h,,16,66,,78,59,219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q1 2005,,,
,Table 10h,,37,207,,233,178,655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q2 2005,,,
,Table 10h,,41,214,,236,163,654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q3 2005,,,
,Table 10h,,51,210,,227,182,670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q4 2005,,,
,Table 10h,,145,697,,774,582,2198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005 Total,,,
,Table 10h,,50,168,,207,175,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q1 2006,,,
,Table 10h,,52,261,,320,232,865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q2 2006,,,
,Table 10h,,51,272,,260,227,810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q3 2006,,,
,Table 10h,,53,267,,276,210,806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q4 2006,,,
,Table 10h,,206,968,,1063,844,3081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006 Total,,,
,Table 10h,,46,203,,194,189,632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q1 2007,,,
,Table 10h,,63,175,,226,194,658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q2 2007,,,
,Table 10h,,44,179,,154,125,502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q3 2007,,,
,Table 10h,,21,113,,79,78,291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q4 2007,,,
,Table 10h,,174,670,,653,586,2083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007 Total,,,
,Table 10h,,17,55,,55,64,191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q1 2008,,,
,Table 10h,,17,64,,75,64,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q2 2008,,,
,Table 10h,,21,53,,64,67,205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q3 2008,,,
,Table 10h,,15,45,,68,57,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q4 2008,,,
